State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change,Pollutant_Year
6,51,1,88101,5,37.64571,-118.96652,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,6.48,4.668929,17.1,2025-02-15 00:00,16.5,2025-03-08 00:00,13.5,2025-01-04 00:00,13.1,2025-01-22 00:00,,,,,17.1,17.1,16.5,13.5,10.1,5.5,2.0,Mammoth Lakes,"MAMMOTH, Corner of Old Mammoth Road and HWY 203,  MAMMOTH LAKES",CA,Mono,Mammoth Lakes,,2025-07-11,2024
6,51,5,88101,4,37.962069,-119.120278,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,88,24,N,88,365,0,0,0.0,0.0,Certification not required,0,1.480682,1.02159,4.8,2025-03-28 00:00,4.7,2025-03-30 00:00,4.6,2025-01-25 00:00,4.6,2025-01-27 00:00,,,,,4.8,4.7,4.5,2.4,1.7,1.2,0.6,Lee Vining,"330 Mattly Avenue, LEE VINING, 93541",CA,Mono,,,2025-06-27,2024
6,53,2,88101,3,36.48187,-121.73333,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,179,49,N,179,365,0,0,0.0,0.0,Certification not required,0,2.655307,2.774505,11.2,2025-06-01 00:00,9.5,2025-05-07 00:00,9.0,2025-05-21 00:00,8.8,2025-06-12 00:00,,,,,9.5,8.8,7.8,6.6,4.7,2.2,-0.7,Carmel Valley,35 Ford Road,CA,Monterey,Carmel Valley Village,"Salinas, CA",2025-07-23,2024
6,53,8,88101,3,36.209286,-121.126371,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,177,48,N,177,365,0,0,0.0,0.0,Certification not required,0,5.966102,2.572049,15.1,2025-05-06 00:00,13.0,2025-05-21 00:00,12.4,2025-05-07 00:00,11.9,2025-06-01 00:00,,,,,13.0,11.9,10.4,9.6,8.0,5.5,2.9,King City 2,415 Pearl Street,CA,Monterey,King City,"Salinas, CA",2025-07-23,2024
6,53,1003,88101,2,36.694261,-121.623271,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,15,25,N,15,61,0,0,0.0,0.0,Certification not required,0,6.006667,3.451804,11.5,2025-01-01 00:00,11.3,2025-01-31 00:00,10.8,2025-01-19 00:00,10.3,2025-01-25 00:00,,,,,11.5,11.5,11.5,11.3,10.3,4.7,2.1,Salinas 3,867 E. LAUREL Dr,CA,Monterey,Salinas,"Salinas, CA",2025-06-24,2024
6,53,1003,88101,3,36.694261,-121.623271,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,177,48,N,177,365,0,0,0.0,0.0,Certification not required,0,6.59548,2.671883,14.6,2025-05-06 00:00,14.5,2025-06-01 00:00,13.7,2025-05-05 00:00,13.5,2025-05-04 00:00,,,,,14.5,13.5,11.5,10.6,8.1,6.0,3.8,Salinas 3,867 E. LAUREL Dr,CA,Monterey,Salinas,"Salinas, CA",2025-07-23,2024
6,57,5,88101,3,39.233477,-121.055608,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,80,22,N,80,365,0,0,0.0,0.0,Certification not required,0,3.85,2.662111,16.6,2025-01-30 00:00,13.3,2025-01-29 00:00,9.2,2025-01-31 00:00,8.9,2025-01-18 00:00,,,,,16.6,13.3,8.9,6.8,4.8,3.5,1.4,Grass Valley-Litton Building,"200 LITTON DR.,  GRASS VALLEY, CA",CA,Nevada,Grass Valley,"Truckee-Grass Valley, CA",2025-06-05,2024
6,57,1001,88101,3,39.32783,-120.184592,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,81,22,N,81,365,0,0,0.0,0.0,Certification not required,0,0.466667,1.489883,4.4,2025-01-24 00:00,4.1,2025-01-09 00:00,3.5,2025-01-05 00:00,2.9,2025-03-01 00:00,,,,,4.4,4.1,2.8,2.3,1.3,0.5,-1.4,Truckee-Fire Station,"FS-10049 DONNER PASS RD, TRUCKEE",CA,Nevada,Truckee,"Truckee-Grass Valley, CA",2025-06-05,2024
6,59,7,88101,1,33.83062,-117.93845,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,89,24,N,89,365,0,1,1.0,1.0,Certification not required,0,10.438202,7.929483,54.5,2025-01-01 00:00,33.8,2025-01-02 00:00,29.4,2025-02-02 00:00,25.7,2025-01-03 00:00,,,,,54.5,33.8,25.2,20.4,12.8,9.0,3.4,Anaheim,1630 W. PAMPAS LANE,CA,Orange,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",2025-06-27,2024
6,59,7,88101,3,33.83062,-117.93845,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,150,41,N,150,365,0,0,1.0,1.0,Certification not required,0,9.904,5.948796,50.9,2025-01-01 00:00,32.9,2025-01-02 00:00,25.1,2025-02-02 00:00,23.6,2025-02-01 00:00,,,,,32.9,25.1,20.1,15.0,11.8,9.1,4.4,Anaheim,1630 W. PAMPAS LANE,CA,Orange,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",2025-07-22,2024
6,61,3,88101,1,38.93568,-121.09959,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,98,27,N,98,365,0,0,0.0,0.0,Certification not required,0,5.046939,3.34911,20.0,2025-01-30 00:00,13.5,2025-01-28 00:00,13.4,2025-01-25 00:00,12.2,2025-01-29 00:00,,,,,20.0,13.5,12.2,9.1,6.3,4.7,1.0,Auburn-Atwood,"11645 Atwood Street, Auburn",CA,Placer,Auburn,"Sacramento--Roseville--Arden-Arcade, CA",2025-07-24,2024
6,61,6,88101,3,38.74643,-121.26498,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,86,24,N,86,365,0,0,0.0,0.0,Certification not required,0,8.097674,4.037005,19.6,2025-01-19 00:00,17.4,2025-01-24 00:00,17.4,2025-01-25 00:00,17.3,2025-01-30 00:00,,,,,19.6,17.4,16.5,13.8,10.8,7.1,3.4,Roseville-N Sunrise Ave," 151 NO SUNRISE BLVD, ROSEVILLE, CA",CA,Placer,Roseville,"Sacramento--Roseville--Arden-Arcade, CA",2025-07-24,2024
6,63,1006,88101,3,39.939567,-120.944376,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,0.0,0.0,Certification not required,0,12.428889,9.363811,33.1,2025-01-17 00:00,32.7,2025-03-03 00:00,31.8,2025-01-19 00:00,30.9,2025-01-30 00:00,,,,,33.1,32.7,30.3,27.1,20.7,8.7,3.2,Quincy-N Church Street,"267 N. CHURCH ST., QUINCY, CA. 95971",CA,Plumas,Quincy,,2025-06-05,2024
6,63,1010,88101,4,39.81336,-120.47069,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,4.0,4.0,Certification not required,0,16.774444,8.676632,39.4,2025-01-17 00:00,39.0,2025-01-30 00:00,36.3,2025-01-31 00:00,35.8,2025-01-24 00:00,,,,,39.4,39.0,34.8,29.7,22.0,16.2,6.8,Portola,"420 Gulling Street, Portola, CA 96122",CA,Plumas,Portola,,2025-06-05,2024
6,65,500,88101,2,33.71969,-116.1897,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,Met One E-FRM PM2.5 with VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),Events Included,15,25,N,15,61,15,0,0.0,0.0,Certification not required,0,7.626667,4.983611,22.3,2025-03-26 00:00,14.1,2025-01-31 00:00,9.2,2025-01-01 00:00,9.0,2025-01-25 00:00,,,,,22.3,22.3,22.3,14.1,9.0,6.7,3.3,29 Palms,"84245 Vista Del Norte, Indio, CA   92203",CA,Riverside,Indio,"Riverside-San Bernardino-Ontario, CA",2025-06-27,2024
6,65,1016,88101,1,33.944713,-116.830074,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,77,21,N,77,365,0,0,0.0,0.0,Certification not required,0,2.905195,3.579396,14.4,2025-03-27 00:00,12.2,2025-01-19 00:00,11.3,2025-01-25 00:00,10.6,2025-01-30 00:00,,,,,14.4,12.2,10.6,8.2,4.9,1.9,-0.9,Morongo Air Monitoring Station,"12160 Santiago Rd. Banning, CA 92220",CA,Riverside,Banning,"Riverside-San Bernardino-Ontario, CA",2025-04-25,2024
6,65,1016,88101,2,33.944713,-116.830074,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,16,25,N,15,61,0,2,0.0,0.0,Certification not required,0,5.5375,4.303777,14.8,2025-03-27 00:00,12.8,2025-01-25 00:00,12.1,2025-01-19 00:00,8.6,2025-02-24 00:00,,,,,14.8,14.8,14.8,12.8,8.6,3.7,2.2,Morongo Air Monitoring Station,"12160 Santiago Rd. Banning, CA 92220",CA,Riverside,Banning,"Riverside-San Bernardino-Ontario, CA",2025-04-25,2024
6,65,2007,88101,1,33.72537,-116.206842,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,6.233333,3.591209,16.1,2025-01-31 00:00,14.7,2025-03-26 00:00,12.1,2025-03-29 00:00,10.8,2025-01-01 00:00,,,,,16.1,16.1,14.7,12.1,7.3,5.7,2.7,Indio Amistad High School,"44801 Golf Center Parkway, Indio CA, 92201",CA,Riverside,Indio,"Riverside-San Bernardino-Ontario, CA",2025-06-27,2024
6,65,2007,88101,3,33.72537,-116.206842,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,144,39,N,144,365,0,0,0.0,0.0,Certification not required,0,6.356944,3.83188,25.0,2025-03-01 00:00,16.9,2025-03-27 00:00,15.8,2025-03-26 00:00,15.4,2025-05-17 00:00,,,,,16.9,15.8,13.1,11.7,8.2,5.9,2.4,Indio Amistad High School,"44801 Golf Center Parkway, Indio CA, 92201",CA,Riverside,Indio,"Riverside-San Bernardino-Ontario, CA",2025-07-23,2024
6,65,5001,88101,1,33.85275,-116.54101,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,28,23,N,28,122,0,2,0.0,0.0,Certification not required,0,4.014286,2.461062,11.7,2025-01-31 00:00,7.4,2025-03-29 00:00,6.9,2025-01-19 00:00,6.8,2025-02-03 00:00,,,,,11.7,11.7,7.4,6.9,5.8,2.9,1.3,Palm Springs,"FS-590 RACQUET CLUB AVE, PALM SPRINGS",CA,Riverside,Palm Springs,"Riverside-San Bernardino-Ontario, CA",2025-06-27,2024
6,65,8001,88101,1,33.99958,-117.41601,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,71,19,N,71,365,0,19,0.0,0.0,Certification not required,0,10.522535,7.375175,34.3,2025-02-01 00:00,33.0,2025-01-19 00:00,31.1,2025-02-02 00:00,30.7,2025-01-31 00:00,,,,,34.3,33.0,30.7,16.3,13.3,8.2,4.3,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",CA,Riverside,Rubidoux,"Riverside-San Bernardino-Ontario, CA",2025-06-27,2024
6,65,8001,88101,2,33.99958,-117.41601,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,13,21,N,13,61,0,2,0.0,0.0,Certification not required,0,12.115385,9.749773,33.5,2025-01-19 00:00,31.1,2025-01-31 00:00,15.1,2025-02-24 00:00,12.9,2025-01-25 00:00,,,,,33.5,33.5,33.5,31.1,12.9,9.0,5.3,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",CA,Riverside,Rubidoux,"Riverside-San Bernardino-Ontario, CA",2025-06-27,2024
6,65,8001,88101,3,33.99958,-117.41601,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,151,41,N,151,365,0,0,2.0,2.0,Certification not required,0,9.95894,6.656759,48.5,2025-01-01 00:00,40.5,2025-01-04 00:00,29.3,2025-02-01 00:00,28.3,2025-01-19 00:00,,,,,40.5,28.3,18.4,16.0,12.7,9.5,3.8,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",CA,Riverside,Rubidoux,"Riverside-San Bernardino-Ontario, CA",2025-07-29,2024
6,65,8005,88101,1,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,88,24,N,88,365,0,2,4.0,4.0,Certification not required,0,13.206818,11.346809,76.7,2025-01-01 00:00,47.5,2025-01-04 00:00,39.8,2025-02-01 00:00,38.8,2025-02-02 00:00,,,,,76.7,47.5,34.1,25.2,16.2,10.3,3.6,Mira Loma (Van Buren),5130 POINSETTIA PLACE,CA,Riverside,Mira Loma,"Riverside-San Bernardino-Ontario, CA",2025-06-27,2024
6,65,8005,88101,2,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,14,23,N,14,61,0,1,0.0,0.0,Certification not required,0,13.035714,9.974553,35.1,2025-01-19 00:00,32.1,2025-01-31 00:00,19.9,2025-02-24 00:00,15.7,2025-02-18 00:00,,,,,35.1,35.1,35.1,32.1,15.7,11.4,5.3,Mira Loma (Van Buren),5130 POINSETTIA PLACE,CA,Riverside,Mira Loma,"Riverside-San Bernardino-Ontario, CA",2025-06-27,2024
6,65,8005,88101,3,33.99636,-117.4924,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,145,40,N,145,365,0,0,4.0,4.0,Certification not required,0,12.097931,8.672093,75.3,2025-01-01 00:00,44.1,2025-01-04 00:00,36.0,2025-02-02 00:00,35.7,2025-02-01 00:00,,,,,44.1,36.0,27.1,18.7,14.3,11.3,4.7,Mira Loma (Van Buren),5130 POINSETTIA PLACE,CA,Riverside,Mira Loma,"Riverside-San Bernardino-Ontario, CA",2025-07-24,2024
6,65,9003,44201,1,33.61235,-114.60209,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2025,Parts per million,No Events,2396,38,N,139,365,0,0,0.0,0.0,Certification not required,0,0.045353,0.008682,0.064,2025-05-07 10:00,0.061,2025-05-21 10:00,0.06,2025-05-08 09:00,0.06,2025-05-09 10:00,,,,,0.061,0.06,0.058,0.056,0.053,0.046,0.033,Blythe-445 W Murphy Street,"495 W MURPHY STREET, BLYTHE",CA,Riverside,Blythe,"Riverside-San Bernardino-Ontario, CA",2025-07-30,2015
6,67,6,88101,1,38.613779,-121.368014,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,144,39,N,144,365,0,6,0.0,0.0,Certification not required,0,7.328472,5.027709,26.7,2025-01-19 00:00,26.1,2025-01-24 00:00,23.8,2025-01-18 00:00,22.7,2025-01-23 00:00,,,,,26.1,23.8,17.8,14.6,8.4,5.8,2.8,Sacramento-Del Paso Manor,"DEL PASO-2701 AVALON DR, SACRAMENTO",CA,Sacramento,Arden-Arcade,"Sacramento--Roseville--Arden-Arcade, CA",2025-07-16,2024
6,67,6,88101,2,38.613779,-121.368014,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,13,42,N,13,31,0,0,0.0,0.0,Certification not required,0,7.869231,5.778896,20.7,2025-01-25 00:00,18.5,2025-01-01 00:00,10.6,2025-05-01 00:00,8.2,2025-01-13 00:00,,,,,20.7,20.7,20.7,18.5,8.2,6.3,2.3,Sacramento-Del Paso Manor,"DEL PASO-2701 AVALON DR, SACRAMENTO",CA,Sacramento,Arden-Arcade,"Sacramento--Roseville--Arden-Arcade, CA",2025-07-16,2024
6,67,6,88101,3,38.613779,-121.368014,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,87,24,N,87,365,0,0,0.0,0.0,Certification not required,0,8.944828,5.639701,25.0,2025-01-24 00:00,24.2,2025-01-19 00:00,22.0,2025-01-18 00:00,20.7,2025-01-23 00:00,,,,,25.0,24.2,19.1,17.4,12.6,7.4,3.1,Sacramento-Del Paso Manor,"DEL PASO-2701 AVALON DR, SACRAMENTO",CA,Sacramento,Arden-Arcade,"Sacramento--Roseville--Arden-Arcade, CA",2025-06-30,2024
6,67,10,88101,2,38.56844,-121.49311,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,13,42,N,13,31,0,0,0.0,0.0,Certification not required,0,6.653846,5.491602,18.9,2025-01-01 00:00,16.8,2025-01-25 00:00,9.4,2025-05-01 00:00,7.4,2025-02-06 00:00,,,,,18.9,18.9,18.9,16.8,7.4,4.5,2.1,Sacramento-1309 T Street,"1309 T ST., SACRAMENTO, CA. 95814",CA,Sacramento,Sacramento,"Sacramento--Roseville--Arden-Arcade, CA",2025-07-16,2024
6,67,10,88101,3,38.56844,-121.49311,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,59,16,N,59,365,0,0,0.0,0.0,Certification not required,0,5.301695,3.233099,13.3,2025-02-22 00:00,13.1,2025-02-01 00:00,12.3,2025-03-15 00:00,12.0,2025-02-12 00:00,,,,,13.3,13.1,12.3,10.3,7.3,4.3,2.2,Sacramento-1309 T Street,"1309 T ST., SACRAMENTO, CA. 95814",CA,Sacramento,Sacramento,"Sacramento--Roseville--Arden-Arcade, CA",2025-07-24,2024
6,67,12,88101,3,38.683304,-121.164457,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,88,24,N,88,365,0,0,0.0,0.0,Certification not required,0,7.296591,3.588502,18.6,2025-01-18 00:00,15.5,2025-01-02 00:00,15.5,2025-01-30 00:00,15.4,2025-01-19 00:00,,,,,18.6,15.5,14.5,12.7,9.2,6.4,3.3,Folsom-Natoma St.,"50 NATOMA STREET, FOLSOM",CA,Sacramento,Folsom,"Sacramento--Roseville--Arden-Arcade, CA",2025-06-30,2024
6,67,12,88101,4,38.683304,-121.164457,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,0.0,0.0,Certification not required,0,5.523333,4.183785,16.3,2025-01-18 00:00,15.9,2025-01-30 00:00,15.3,2025-01-25 00:00,14.6,2025-01-02 00:00,,,,,16.3,15.9,14.6,12.4,7.9,4.5,1.0,Folsom-Natoma St.,"50 NATOMA STREET, FOLSOM",CA,Sacramento,Folsom,"Sacramento--Roseville--Arden-Arcade, CA",2025-06-30,2024
6,67,15,88101,3,38.593322,-121.503795,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,0.0,0.0,Certification not required,0,7.825556,5.520962,24.6,2025-01-24 00:00,24.2,2025-01-23 00:00,20.4,2025-01-19 00:00,19.7,2025-01-01 00:00,,,,,24.6,24.2,18.2,17.0,11.4,6.0,2.4,Sacramento-Bercut Drive,"100 Bercut Drive, Sacramento",CA,Sacramento,Sacramento,"Sacramento--Roseville--Arden-Arcade, CA",2025-06-30,2024
6,67,5003,88101,3,38.494475,-121.211131,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,75,21,N,75,365,0,0,0.0,0.0,Certification not required,0,6.885333,4.204171,16.7,2025-01-02 00:00,15.5,2025-01-18 00:00,14.1,2025-01-19 00:00,14.0,2025-01-25 00:00,,,,,16.7,15.5,14.0,13.7,10.2,6.2,2.0,Sloughhouse,"7250 SLOUGHHOUSE ROAD, SLOUGHHOUSE",CA,Sacramento,,"Sacramento--Roseville--Arden-Arcade, CA",2025-06-30,2024
6,69,2,88101,3,36.843425,-121.3621,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,0.0,0.0,Certification not required,0,4.602762,2.722099,15.0,2025-01-17 00:00,12.3,2025-01-10 00:00,12.3,2025-01-18 00:00,12.1,2025-06-01 00:00,,,,,12.3,12.1,9.8,8.3,6.0,4.0,1.7,Hollister,1979 Fairview Rd,CA,San Benito,Hollister,"San Jose-Sunnyvale-Santa Clara, CA",2025-07-23,2024
6,71,27,88101,1,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,85,23,N,85,365,0,5,2.0,2.0,Certification not required,0,12.952941,8.104916,43.0,2025-01-04 00:00,38.5,2025-01-01 00:00,32.8,2025-01-19 00:00,32.7,2025-02-02 00:00,,,,,43.0,38.5,32.2,22.6,15.2,11.2,5.3,Ontario-Route 60 Near Road,2330 S. Castle Harbour,CA,San Bernardino,Ontario,"Riverside-San Bernardino-Ontario, CA",2025-06-27,2024
6,71,27,88101,3,34.030833,-117.61722,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,151,41,N,151,365,0,0,2.0,2.0,Certification not required,0,12.439735,6.255377,40.6,2025-01-04 00:00,37.6,2025-01-01 00:00,30.0,2025-02-02 00:00,29.3,2025-01-19 00:00,,,,,37.6,29.3,25.7,19.0,15.3,11.5,6.2,Ontario-Route 60 Near Road,2330 S. Castle Harbour,CA,San Bernardino,Ontario,"Riverside-San Bernardino-Ontario, CA",2025-07-22,2024
6,71,306,88101,1,34.510961,-117.32554,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,0.0,0.0,Certification not required,0,7.228889,3.568629,20.2,2025-01-01 00:00,17.8,2025-01-30 00:00,15.2,2025-01-25 00:00,14.2,2025-01-31 00:00,,,,,20.2,17.8,14.0,12.4,8.9,6.6,3.2,Victorville-Park Avenue,"14306 PARK AVE., VICTORVILLE, CA",CA,San Bernardino,Victorville,"Riverside-San Bernardino-Ontario, CA",2025-06-23,2024
6,71,306,88101,2,34.510961,-117.32554,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,0.0,0.0,Certification not required,0,6.825556,3.3882,20.7,2025-01-01 00:00,17.1,2025-01-30 00:00,15.0,2025-01-25 00:00,13.6,2025-01-31 00:00,,,,,20.7,17.1,13.1,11.3,8.0,6.2,3.2,Victorville-Park Avenue,"14306 PARK AVE., VICTORVILLE, CA",CA,San Bernardino,Victorville,"Riverside-San Bernardino-Ontario, CA",2025-06-19,2024
6,71,1234,44201,1,35.77446,-117.3721,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2025,Parts per million,No Events,1271,18,N,67,365,0,0,0.0,0.0,Certification not required,0,0.041881,0.006786,0.053,2025-03-26 10:00,0.052,2025-03-20 10:00,0.052,2025-03-29 10:00,0.051,2025-03-01 12:00,,,,,0.053,0.052,0.051,0.05,0.046,0.043,0.032,Trona - Athol/Telescope #2,"Corner of Athol and Telescope, Trona",CA,San Bernardino,Searles Valley,"Riverside-San Bernardino-Ontario, CA",2025-06-17,2015
6,71,2002,88101,1,34.10002,-117.49201,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,29,24,N,29,122,0,1,1.0,1.0,Certification not required,0,12.503448,9.807522,43.2,2025-01-04 00:00,30.2,2025-01-19 00:00,28.2,2025-01-31 00:00,27.2,2025-01-01 00:00,,,,,43.2,43.2,30.2,28.2,16.2,10.7,2.0,Fontana,"14360 ARROW BLVD., FONTANA",CA,San Bernardino,Fontana,"Riverside-San Bernardino-Ontario, CA",2025-06-27,2024
